Name,Location,Location_name,Year,Kilometers_Driven,Fuel_Type,Fuel_Type_name,Transmission,Transmission_name,Owner_Type,Owner_Type_name,Mileage,Engine,Power,Seats,Price
Honda City i VTEC CVT VX,8,Delhi,2015,51000,3,Petrol,1,Automatic,1,First,18,1497,117.3,5,7.9
Toyota Innova 2.5 GX 7 STR,2,Pune,2010,140000,2,Diesel,2,Manual,3,Third,12.8,2494,102,7,6.25
Chevrolet Beat LT,2,Pune,2011,48000,3,Petrol,2,Manual,2,Second,18.6,1199,79.4,5,1.8
Maruti Wagon R LXI CNG,8,Delhi,2013,62000,1,CNG,2,Manual,1,First,26.6,998,58.16,5,2.8
Honda Jazz 1.2 S i VTEC,1,Mumbai,2015,31000,3,Petrol,2,Manual,1,First,18.7,1199,88.7,5,4.9
Nissan Mia XL Primo,6,Jaipur,2010,75055,3,Petrol,2,Manual,1,First,18.06,1198,75,5,2.25
Maruti Ciaz AT ZXi,4,Coimbatore,2017,51210,3,Petrol,1,Automatic,1,First,19.12,1373,91.1,5,8.89
Toyota Fortuner 4x2 AT,1,Mumbai,2012,87000,2,Diesel,1,Automatic,1,First,12.55,2982,168.5,7,15
Ford Aspire Ambiente Diesel,11,Kolkata,2018,17000,2,Diesel,2,Manual,1,First,26.1,1498,99,5,5.65
Maruti Ertiga ZDI,6,Jaipur,2014,57000,2,Diesel,2,Manual,1,First,20.77,1248,88.8,7,7
Maruti Alto 800 LXI,5,Hyderabad,2016,9370,3,Petrol,2,Manual,1,First,22.74,796,47.3,5,2.95
Honda Brio V MT,3,Chennai,2013,53226,3,Petrol,2,Manual,1,First,19.4,1198,86.8,5,3.3
Hyundai Verna Transform Di VGT SX ABS,5,Hyderabad,2010,120000,2,Diesel,2,Manual,2,Second,16.2,1493,110,5,3.5
Honda City 1.5 GXI,6,Jaipur,2007,75055,3,Petrol,2,Manual,1,First,12.8,1493,100,5,2.3
Hyundai eta 1.6 Di SX,4,Coimbatore,2017,37247,2,Diesel,2,Manual,1,First,19.67,1582,126.2,5,13.69
Toyota Etios Liva GD,8,Delhi,2013,64000,2,Diesel,2,Manual,1,First,23.59,1364,67.06,5,3.1
Hyundai Sonata Transform 2.4 GDi MT,1,Mumbai,2014,12000,3,Petrol,2,Manual,1,First,13.44,2359,198.25,5,12.75
Hyundai eta 1.6 Di SX Option,2,Pune,2017,40158,2,Diesel,2,Manual,1,First,19.67,1582,126.2,5,13.75
Honda Jazz 1.2 SV i VTEC,3,Chennai,2017,11000,3,Petrol,2,Manual,1,First,18.7,1199,88.7,5,6.75
Volkswagen Vento Diesel Comfortline,3,Chennai,2014,70010,2,Diesel,2,Manual,1,First,20.54,1598,103.6,5,5.25
Mahindra XUV500 W6 2WD,1,Mumbai,2015,82000,2,Diesel,2,Manual,1,First,16,2179,140,7,8.75
Mahindra TUV 300 2015-2019 T8,7,Kochi,2017,57259,2,Diesel,2,Manual,1,First,18.49,1493,100,7,8.87
Honda Accord 2001-2003 2.3 VTi L AT,9,Bangalore,2010,84000,3,Petrol,1,Automatic,2,Second,11.1,2354,142,5,6.5
Maruti Ertiga VDI,2,Pune,2012,168000,2,Diesel,2,Manual,1,First,20.77,1248,88.76,7,4.5
Mahindra Ssangyong Rexton RX5,5,Hyderabad,2012,73670,2,Diesel,2,Manual,1,First,12.83,2696,162,7,12.5
Toyota Fortuner 4x2 AT,8,Delhi,2014,89540,2,Diesel,1,Automatic,1,First,12.55,2982,168.5,7,16.8
Maruti Ertiga ZDI,5,Hyderabad,2016,85423,2,Diesel,2,Manual,1,First,20.77,1248,88.8,7,8.75
Hyundai Elantra Di SX AT,2,Pune,2013,48823,2,Diesel,1,Automatic,1,First,19.5,1582,126.24,5,8.5
Hyundai i10 Magna 1.2,11,Kolkata,2011,35082,3,Petrol,2,Manual,1,First,20.36,1197,78.9,5,2.21
Maruti Omni MPI STD BSIV,6,Jaipur,2012,126000,3,Petrol,2,Manual,1,First,16.8,796,34.2,5,1.6
Honda Amaze VX AT i-Vtech,8,Delhi,2016,19000,3,Petrol,1,Automatic,1,First,15.5,1198,86.7,5,6.25
Honda Civic 2006-2010 1.8 V AT,1,Mumbai,2007,69000,3,Petrol,1,Automatic,2,Second,12.9,1799,130,5,2.25
Mercedes-Benz CLA 200 CDI Sport,7,Kochi,2019,29836,2,Diesel,1,Automatic,1,First,17.9,2143,136,5,25.75
Skoda Superb 1.8 TFSI MT,10,Ahmedabad,2010,48002,3,Petrol,2,Manual,2,Second,13.14,1798,157.8,5,6.75
Maruti Ciaz ZDi Plus SHVS,10,Ahmedabad,2015,52324,2,Diesel,2,Manual,1,First,28.09,1248,88.5,5,6.25
Ford Ecosport 1.5 DV5 MT Titanium Optional,8,Delhi,2013,65000,2,Diesel,2,Manual,1,First,22.7,1498,89.84,5,5.1
Mercedes-Benz M-Class ML 320 CDI,1,Mumbai,2009,66000,2,Diesel,1,Automatic,2,Second,8.7,2987,224.34,5,10.75
Hyundai Grand i10 Di Sportz,5,Hyderabad,2016,75700,2,Diesel,2,Manual,1,First,24,1120,70,5,5.7
Volkswagen Vento Diesel Breeze,9,Bangalore,2013,43000,2,Diesel,2,Manual,1,First,20.5,1598,105,5,5.95
Chevrolet Beat Diesel LT,7,Kochi,2012,42706,2,Diesel,2,Manual,1,First,25.44,936,56.3,5,2.4
Mahindra Quanto C6,1,Mumbai,2013,35000,2,Diesel,2,Manual,1,First,17.21,1493,100,7,3.49
Hyundai i10 Asta 1.2 AT with Sunroof,5,Hyderabad,2011,54348,3,Petrol,1,Automatic,1,First,19.2,1197,80,5,4
Toyota Etios Liva 1.4 GD,8,Delhi,2013,84000,2,Diesel,2,Manual,1,First,23.59,1364,67.04,5,3.85
Toyota Corolla Altis 2008-2013 1.8 VL AT,1,Mumbai,2010,63298,3,Petrol,1,Automatic,1,First,14.53,1794,138.1,5,3.95
Hyundai i10 Magna 1.2,6,Jaipur,2013,75049,3,Petrol,2,Manual,2,Second,20.36,1197,78.9,5,3
Ford Figo Aspire 1.2 Ti-VCT Titanium,7,Kochi,2018,24237,3,Petrol,2,Manual,1,First,18.16,1196,86.8,5,6.7
Maruti Ritz ZXi,4,Coimbatore,2016,22767,3,Petrol,2,Manual,1,First,18.5,1197,85.8,5,6.14
Hyundai i20 Sportz AT 1.4,9,Bangalore,2012,58000,3,Petrol,1,Automatic,2,Second,15,1396,98.6,5,4.4
Maruti Swift Dzire LDI,2,Pune,2017,57000,2,Diesel,2,Manual,1,First,26.59,1248,74,5,4.25
BMW 7 Series 2007-2012 750Li,7,Kochi,2010,50161,3,Petrol,1,Automatic,1,First,8.77,4395,402,5,25.93
Maruti S oss DDiS 320 Alpha,11,Kolkata,2016,45000,2,Diesel,2,Manual,1,First,22.7,1598,118,5,7
Toyota Fortuner 4x4 AT,4,Coimbatore,2017,68319,2,Diesel,1,Automatic,1,First,12.55,2982,168.5,7,25.12
Hyundai EON 1.0 Magna Plus Option O,7,Kochi,2017,30711,3,Petrol,2,Manual,1,First,20.3,998,68.05,5,4.45
Hyundai i20 1.4 Di Magna,11,Kolkata,2011,38277,2,Diesel,2,Manual,1,First,21.9,1396,90,5,2.4
Volkswagen Vento Diesel Highline,2,Pune,2012,115000,2,Diesel,2,Manual,2,Second,20.54,1598,103.6,5,4.33
Maruti Swift Dzire VXi AT,4,Coimbatore,2017,46849,3,Petrol,1,Automatic,1,First,18.5,1197,83.14,5,6.93
Hyundai i20 Magna 1.4 Di,10,Ahmedabad,2014,64000,2,Diesel,2,Manual,1,First,21.9,1396,90,5,4.25
Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,2,Pune,2010,130923,2,Diesel,1,Automatic,1,First,14.21,2143,203,5,12.5
Hyundai Grand i10 Sportz,3,Chennai,2015,15000,3,Petrol,2,Manual,1,First,18.9,1197,82,5,4.9
Hyundai i20 1.4 Di Sportz,1,Mumbai,2014,32720,2,Diesel,2,Manual,1,First,23,1396,90,5,4.5
Renault KWID RXT,6,Jaipur,2016,12500,3,Petrol,2,Manual,1,First,25.17,799,53.3,5,3
Hyundai Xcent 1.2 Kappa AT SX Option,3,Chennai,2015,59800,3,Petrol,1,Automatic,1,First,16.9,1197,82,5,5.8
Volkswagen Vento Petrol Highline,2,Pune,2011,54211,3,Petrol,2,Manual,1,First,15.04,1598,103.6,5,3.33
Chevrolet uze LTZ AT,7,Kochi,2015,62242,2,Diesel,1,Automatic,1,First,14.39,1998,163.7,5,6.62
Nissan Terrano XL 110 PS,1,Mumbai,2015,54000,2,Diesel,2,Manual,2,Second,19.01,1461,108.5,5,5.75
Hyundai Verna 1.6 SX,5,Hyderabad,2012,65000,2,Diesel,2,Manual,1,First,22.32,1582,126.32,5,6.2
Maruti Celerio VXI AMT,3,Chennai,2015,55000,3,Petrol,1,Automatic,1,First,23.1,998,67.04,5,3.5
Maruti Wagon R LXI,2,Pune,2010,71000,3,Petrol,2,Manual,1,First,18.9,998,67.1,5,2
Hyundai i20 Magna Optional 1.4 Di,3,Chennai,2012,70000,2,Diesel,2,Manual,1,First,21.9,1396,88.8,5,4
Audi A4 1.8 TFSI,1,Mumbai,2011,53000,3,Petrol,1,Automatic,1,First,12.3,1781,163.2,5,9.5
BMW X1 sDrive20d,1,Mumbai,2013,43000,2,Diesel,1,Automatic,1,First,17.05,1995,184,5,17.5
Skoda Rapid 1.6 MPI AT Elegance Plus,1,Mumbai,2015,54000,3,Petrol,1,Automatic,1,First,14.3,1598,103.52,5,6.11
Hyundai i10 Magna,10,Ahmedabad,2014,51000,3,Petrol,2,Manual,1,First,20.36,1197,78.9,5,3.75
Mitsubishi Pajero 2.8 GLX Z,5,Hyderabad,2007,78000,2,Diesel,2,Manual,2,Second,10.5,2835,107.2,6,6.2
Honda City i DTEC SV,1,Mumbai,2014,25000,2,Diesel,2,Manual,1,First,26,1498,98.6,5,6.15
Maruti Alto K10 2010-2014 VXI,2,Pune,2012,12600,3,Petrol,2,Manual,1,First,20.92,998,67.1,5,2.4
Maruti Swift Ldi BSIII,2,Pune,2009,80000,2,Diesel,2,Manual,4,Fourth & Above,17.8,1248,75,5,2.15
Hyundai Grand i10 Magna,11,Kolkata,2016,21000,3,Petrol,2,Manual,1,First,18.9,1197,82,5,3.75
Ford Figo Petrol ZXI,1,Mumbai,2011,32000,3,Petrol,2,Manual,2,Second,15.6,1196,70,5,2.15
Hyundai Grand i10 SportZ Edition,9,Bangalore,2015,50000,3,Petrol,2,Manual,1,First,18.9,1197,81.86,5,4.75
Maruti SX4 Vxi BSIV,1,Mumbai,2010,47500,3,Petrol,2,Manual,1,First,15.5,1586,103.3,5,2.45
Honda City i-VTEC VX,1,Mumbai,2017,7500,3,Petrol,2,Manual,1,First,17.4,1497,117.3,5,11.15
Renault Duster 110PS Diesel RxZ AMT,6,Jaipur,2016,68163,2,Diesel,1,Automatic,1,First,19.6,1461,108.45,5,8.9
Honda Amaze S i-Dtech,10,Ahmedabad,2014,61000,2,Diesel,2,Manual,1,First,25.8,1498,98.6,5,4.35
Toyota Innova 2.5 Z Diesel 7 Seater,6,Jaipur,2015,100000,2,Diesel,2,Manual,2,Second,12.99,2494,100.6,7,12
BMW 3 Series 320d Highline,1,Mumbai,2009,61500,2,Diesel,1,Automatic,2,Second,16.07,1995,181,5,8.5
Hyundai i10 Magna 1.1 iTech SE,7,Kochi,2017,42883,3,Petrol,2,Manual,1,First,19.81,1086,68.05,5,4.27
Renault Duster 85PS Diesel RxL Optional with Nav,6,Jaipur,2012,97000,2,Diesel,2,Manual,2,Second,20.45,1461,83.8,5,4.25
Mitsubishi Outlander 2.4,9,Bangalore,2010,39525,3,Petrol,1,Automatic,1,First,11.3,2360,170,5,9.25
Maruti Vitara Brezza LDi,7,Kochi,2017,35384,2,Diesel,2,Manual,1,First,24.3,1248,88.5,5,8.61
Mercedes-Benz R-Class R350 CDI 4MATIC,5,Hyderabad,2010,46000,2,Diesel,1,Automatic,1,First,11.8,2987,261,7,28
Ford EcoSport 1.5 Diesel Titanium,4,Coimbatore,2018,32189,2,Diesel,2,Manual,1,First,23,1498,98.96,5,9.25
Hyundai Verna 1.6 DI AT SX Option,3,Chennai,2016,27000,2,Diesel,1,Automatic,1,First,19.08,1582,126.2,5,8.6
Volkswagen Polo 1.2 MPI Highline,4,Coimbatore,2018,22734,3,Petrol,2,Manual,1,First,16.47,1198,74,5,7.53
Renault Duster 110PS Diesel RxL,1,Mumbai,2014,58002,2,Diesel,2,Manual,1,First,19.64,1461,108.45,5,5.75
Honda Brio S Option AT,3,Chennai,2012,31500,3,Petrol,1,Automatic,1,First,16.5,1198,86.8,5,4.15
Ford Figo 2015-2019 1.2P Titanium MT,4,Coimbatore,2017,30933,3,Petrol,2,Manual,1,First,18.16,1196,86.8,5,5.84
Audi A6 2.0 TDI Design Edition,11,Kolkata,2012,27090,2,Diesel,1,Automatic,1,First,18.53,1968,187.74,5,16.5
BMW X5 2014-2019 xDrive 30d Design Pure Experience 7 Seater,1,Mumbai,2015,29500,2,Diesel,1,Automatic,1,First,15.97,2993,258,7,43
Hyundai i10 Sportz Option,2,Pune,2013,45000,3,Petrol,2,Manual,1,First,20.36,1197,78.9,5,3.55
Hyundai i20 1.2 Asta Option,5,Hyderabad,2018,11691,3,Petrol,2,Manual,1,First,18.6,1197,81.83,5,8.9
Skoda Octavia L and K 1.9 TDI MT,5,Hyderabad,2006,121000,2,Diesel,2,Manual,2,Second,16.4,1896,90,5,2.5
Hyundai Verna Transform SX VGT Di,5,Hyderabad,2010,118077,2,Diesel,2,Manual,1,First,16.2,1493,110,5,3.85
Hyundai Verna 1.6 SX VTVT (O) AT,3,Chennai,2012,36300,3,Petrol,1,Automatic,3,Third,17.1,1591,121.4,5,7.5
Hyundai Getz GVS,1,Mumbai,2005,90000,3,Petrol,2,Manual,2,Second,15.3,1341,61,5,1.8
Ford Figo Diesel EXI,3,Chennai,2010,78000,2,Diesel,2,Manual,1,First,20,1399,68,5,2.25
Audi A6 2011-2015 35 TDI Technology,1,Mumbai,2015,42000,2,Diesel,1,Automatic,1,First,17.68,1968,174.33,5,24.25
Volkswagen Polo 1.2 MPI Highline,1,Mumbai,2015,27000,3,Petrol,2,Manual,1,First,16.47,1198,74,5,4.35
BMW X1 sDrive20d,11,Kolkata,2012,22000,2,Diesel,1,Automatic,1,First,17.05,1995,184,5,11.5
Honda City i VTEC SV,11,Kolkata,2014,49000,3,Petrol,2,Manual,1,First,17.4,1497,117.3,5,4.75
Hyundai i20 Sportz Option Diesel,5,Hyderabad,2012,42600,2,Diesel,2,Manual,1,First,23,1396,90,5,4.99
Honda Jazz 1.2 V CVT i VTEC,4,Coimbatore,2018,12794,3,Petrol,1,Automatic,1,First,19,1199,88.7,5,9.15
Maruti Swift 1.3 VXi,6,Jaipur,2006,125000,3,Petrol,2,Manual,4,Fourth & Above,16.1,,,,2.35
Honda -V 2.4 AT,5,Hyderabad,2014,88046,3,Petrol,1,Automatic,1,First,10.1,2354,152,5,13.99
Mercedes-Benz A Class A180 CDI,9,Bangalore,2014,8000,2,Diesel,1,Automatic,2,Second,20,2143,107.3,5,19.75
Mahindra XUV500 AT W10 AWD,4,Coimbatore,2018,82739,2,Diesel,1,Automatic,1,First,16,2179,140,7,16.77
Mahindra Bolero SLX 2WD,9,Bangalore,2006,193000,2,Diesel,2,Manual,3,Third,13.6,2523,63,7,2.5
Renault Scala RxL AT,1,Mumbai,2013,7000,3,Petrol,1,Automatic,1,First,17.97,1498,99.6,5,3.65
Land Rover Freelander 2 HSE SD4,10,Ahmedabad,2012,60000,2,Diesel,1,Automatic,2,Second,12.35,2179,187.74,5,23.5
Maruti Alto 800 VXI,2,Pune,2017,38000,3,Petrol,2,Manual,1,First,22.74,796,47.3,5,3.11
Toyota Etios G,7,Kochi,2013,56344,3,Petrol,2,Manual,1,First,17.6,1496,88.73,5,4.57
Hyundai i20 Sportz Option,1,Mumbai,2014,17858,3,Petrol,2,Manual,1,First,17,1197,80,5,5.32
Hyundai i10 Sportz,5,Hyderabad,2012,53000,3,Petrol,2,Manual,1,First,20.36,1197,78.9,5,3.2
Maruti Swift VDI BSIV,7,Kochi,2016,67906,2,Diesel,2,Manual,1,First,25.2,1248,74,5,5.63
Hyundai EON Magna Plus,5,Hyderabad,2015,19000,3,Petrol,2,Manual,1,First,21.1,814,55.2,5,3
BMW 3 Series 320d,1,Mumbai,2010,67000,2,Diesel,1,Automatic,2,Second,22.69,1995,190,5,9.25
Tata Indigo XL Classic Dicor,8,Delhi,2011,80000,2,Diesel,2,Manual,1,First,23.57,1396,70,5,1.2
Maruti Alto 800 LXI,8,Delhi,2015,61000,3,Petrol,2,Manual,1,First,22.74,796,47.3,5,2.15
Volkswagen Polo Diesel Highline 1.2L,2,Pune,2010,39000,2,Diesel,2,Manual,1,First,22.07,1199,73.9,5,3.05
Toyota Corolla Altis VL AT,10,Ahmedabad,2014,59000,3,Petrol,1,Automatic,1,First,14.28,1798,138.03,5,11.5
Hyundai Santro Xing GLS,5,Hyderabad,2008,80931,3,Petrol,2,Manual,1,First,17.92,1086,62.1,5,2.3
Maruti Swift ZXI,11,Kolkata,2016,34000,3,Petrol,2,Manual,1,First,20.4,1197,81.8,5,4.95
Renault Scala Diesel RxL,5,Hyderabad,2013,130000,2,Diesel,2,Manual,1,First,21.64,1461,84.8,5,4.75
Maruti Vitara Brezza ZDi Plus,4,Coimbatore,2018,52380,2,Diesel,2,Manual,1,First,24.3,1248,88.5,5,10.15
Nissan Mia XV,11,Kolkata,2011,44000,3,Petrol,2,Manual,1,First,18.06,1198,75,5,2.65
Ford Figo Diesel EXI,5,Hyderabad,2015,84000,2,Diesel,2,Manual,1,First,20,1399,68.05,5,3.8
Honda -V 2.0 AT,7,Kochi,2017,41697,3,Petrol,1,Automatic,1,First,13.1,1997,141.1,5,16.68
Nissan Terrano XV 110 PS,2,Pune,2014,163000,2,Diesel,2,Manual,1,First,19.01,1461,108.5,5,5
Toyota Etios Liva 1.2 G,3,Chennai,2011,42000,3,Petrol,2,Manual,2,Second,17.71,1197,78.9,5,3.75
Hyundai i20 Asta 1.4 Di,6,Jaipur,2013,129000,2,Diesel,2,Manual,3,Third,21.27,1396,88.76,5,4.11
Ford Figo Aspire 1.2 Ti-VCT Ambiente,3,Chennai,2015,32200,3,Petrol,2,Manual,2,Second,18.16,1196,86.8,5,4.25
Mitsubishi Pajero 2.8 GLX Z,1,Mumbai,2004,129000,2,Diesel,2,Manual,1,First,10.5,2835,107.2,6,3.45
Audi A4 2.0 TDI 177 Premium Plus,9,Bangalore,2014,40000,2,Diesel,1,Automatic,1,First,17.11,1968,174.33,5,22.5
Toyota Innova 2.0 E,8,Delhi,2006,150000,3,Petrol,2,Manual,1,First,12.4,1998,132,8,4.5
Chevrolet Aveo U-VA 1.2 LS,6,Jaipur,2007,140000,3,Petrol,2,Manual,1,First,15.26,1150,74.9,5,0.9
Hyundai Getz GLS,5,Hyderabad,2006,63181,3,Petrol,2,Manual,1,First,15.3,1341,83,5,1.85
Honda Amaze S i-Dtech,11,Kolkata,2013,39575,2,Diesel,2,Manual,1,First,25.8,1498,98.6,5,3.25
Maruti Swift VDI BSIV W ABS,2,Pune,2010,63600,2,Diesel,2,Manual,2,Second,17.8,1248,null,5,3.1
Ford Ecosport 1.5 DV5 MT Titanium Optional,4,Coimbatore,2014,70374,2,Diesel,2,Manual,1,First,22.7,1498,89.84,5,7.34
Volkswagen ossPolo 1.5 TDI,11,Kolkata,2015,26256,2,Diesel,2,Manual,1,First,20.14,1498,88.5,5,4.25
Hyundai Elite i20 Petrol Sportz,8,Delhi,2016,13460,3,Petrol,2,Manual,1,First,18.6,1197,81.86,5,6.45
Toyota Innova 2.5 V Diesel 8-seater,3,Chennai,2011,122000,2,Diesel,2,Manual,2,Second,12.8,2494,102,8,10.75
Mercedes-Benz M-Class ML 250 CDI,11,Kolkata,2015,58589,2,Diesel,1,Automatic,1,First,15.26,2143,203.2,5,27.75
Maruti Wagon R LX BSIII,6,Jaipur,2005,115000,3,Petrol,2,Manual,2,Second,17.3,1061,64,5,0.99
Ford Endeavour 2.2 Trend AT 4X2,2,Pune,2016,75000,2,Diesel,1,Automatic,1,First,12.62,2198,158,7,24
Hyundai Elite i20 Petrol Sportz,6,Jaipur,2016,30292,3,Petrol,2,Manual,1,First,18.6,1197,81.86,5,6.1
Honda WRV i-VTEC VX,10,Ahmedabad,2017,32248,3,Petrol,2,Manual,1,First,17.5,1199,88.7,5,8.25
Volkswagen Polo Petrol Highline 1.2L,9,Bangalore,2013,74000,3,Petrol,2,Manual,1,First,16.47,1198,73.9,5,4.65
Honda -V 2.0L 2WD MT,1,Mumbai,2014,56100,3,Petrol,2,Manual,1,First,13.7,1997,153.86,5,9.75
Hyundai Grand i10 1.2 Kappa Asta,9,Bangalore,2014,61325,3,Petrol,2,Manual,1,First,18.9,1197,81.86,5,4.4
Maruti Swift Dzire VXI,11,Kolkata,2014,33000,3,Petrol,2,Manual,1,First,19.1,1197,85.8,5,3.99
BMW 5 Series 2003-2012 530d,4,Coimbatore,2016,18090,2,Diesel,1,Automatic,1,First,16.2,2993,258,5,45.73
Ford Ecosport 1.5 DV5 MT Ambiente,7,Kochi,2014,71390,2,Diesel,2,Manual,1,First,22.7,1498,89.84,5,5.27
Maruti Wagon R LXI CNG,1,Mumbai,2014,41000,1,CNG,2,Manual,1,First,26.2,998,58.2,5,3.5
Honda City i DTec V,10,Ahmedabad,2016,67000,2,Diesel,2,Manual,1,First,26,1498,98.6,5,7.25
Tata Indigo LS,3,Chennai,2008,99000,2,Diesel,2,Manual,2,Second,17,1405,70,5,1.6
Renault Duster 110PS Diesel RxL,2,Pune,2014,142000,2,Diesel,2,Manual,2,Second,19.01,1461,108.45,5,6
Hyundai i10 Sportz,3,Chennai,2010,26966,3,Petrol,2,Manual,1,First,20.36,1197,78.9,5,3
Honda Jazz 1.2 SV i VTEC,1,Mumbai,2015,27628,3,Petrol,2,Manual,1,First,18.7,1199,88.7,5,4.95
Maruti SX4 S oss DDiS 200 Zeta,5,Hyderabad,2016,82497,2,Diesel,2,Manual,1,First,23.65,1248,88.5,5,8.99
Honda Accord VTi-L MT,1,Mumbai,2007,86000,3,Petrol,2,Manual,3,Third,11.9,2354,144,5,1.85
Volkswagen Polo Petrol Comfortline 1.2L,4,Coimbatore,2016,26981,3,Petrol,2,Manual,1,First,16.47,1198,73.9,5,6.16
Maruti Ritz VDi,5,Hyderabad,2010,110471,2,Diesel,2,Manual,1,First,21.1,1248,73.9,5,3.5
Honda Amaze S Petrol,6,Jaipur,2014,69000,3,Petrol,2,Manual,1,First,19.5,1199,88.76,5,4.5
Hyundai i20 1.2 Asta Option,5,Hyderabad,2017,12000,3,Petrol,2,Manual,1,First,18.6,1197,81.83,5,7.75
Renault Duster 85PS Diesel RxL,5,Hyderabad,2014,77500,2,Diesel,2,Manual,1,First,20.45,1461,83.8,5,6.6
Hyundai Grand i10 Magna,7,Kochi,2014,48031,3,Petrol,2,Manual,1,First,18.9,1197,82,5,4.98
BMW 3 Series 320d Highline,3,Chennai,2008,170000,2,Diesel,1,Automatic,3,Third,16.07,1995,181,5,9.75
Ford Ecosport 1.5 DV5 MT Trend,1,Mumbai,2014,69565,2,Diesel,2,Manual,1,First,22.7,1498,89.84,5,5.55
Volkswagen Vento 1.5 TDI Highline AT,5,Hyderabad,2016,45492,2,Diesel,1,Automatic,1,First,21.5,1498,108.5,5,10.3
Honda Accord 2.4 AT,3,Chennai,2011,85000,3,Petrol,1,Automatic,2,Second,11.7,2354,177.6,5,7.5
Chevrolet Aveo 1.4,5,Hyderabad,2008,55902,3,Petrol,2,Manual,1,First,14.49,1399,92.7,5,1.8
Volkswagen Polo 1.2 MPI Highline Plus,5,Hyderabad,2017,18500,3,Petrol,2,Manual,1,First,16.2,1199,74,5,6.25
Mahindra Xylo D4 BS III,5,Hyderabad,2015,129750,2,Diesel,2,Manual,2,Second,14.95,2489,93.7,7,6.8
Hyundai i10 Magna AT,5,Hyderabad,2009,50902,3,Petrol,1,Automatic,1,First,19.2,1197,80,5,3
Mahindra XUV500 W8 4WD,4,Coimbatore,2015,84725,2,Diesel,2,Manual,1,First,15.1,2179,140,7,11.6
Hyundai Elantra Di SX,1,Mumbai,2013,40000,2,Diesel,2,Manual,2,Second,22.7,1582,126.24,5,6.95
Volkswagen Passat 1.8 TSI MT,1,Mumbai,2010,60000,3,Petrol,2,Manual,3,Third,14.3,1798,160,5,3.5
Hyundai Grand i10 1.2 Kappa Sportz,4,Coimbatore,2014,33496,3,Petrol,2,Manual,1,First,18.9,1197,81.86,5,5.5
Hyundai i20 Asta Option 1.2,1,Mumbai,2015,25000,3,Petrol,2,Manual,1,First,18.6,1197,81.83,5,5.65
Chevrolet Enjoy TCDi LS 8 Seater,10,Ahmedabad,2013,71000,2,Diesel,2,Manual,1,First,18.2,1248,73.8,8,3.25
Skoda Rapid 1.6 MPI AT Ambition Plus Alloy,4,Coimbatore,2015,20826,3,Petrol,1,Automatic,1,First,14.3,1598,103.6,5,7.72
Hyundai eta 1.6 Di SX,2,Pune,2016,42244,2,Diesel,2,Manual,1,First,19.67,1582,126.2,5,12
Chevrolet Beat Diesel PS,6,Jaipur,2013,98598,2,Diesel,2,Manual,1,First,25.44,936,57.6,5,1.55
Toyota Fortuner 3.0 Diesel,8,Delhi,2011,62100,2,Diesel,2,Manual,1,First,11.5,2982,171,7,10.75
Hyundai i20 Sportz Option 1.2,4,Coimbatore,2016,44238,3,Petrol,2,Manual,1,First,18.6,1197,81.83,5,6.72
Audi Q7 3.0 TDI quattro,4,Coimbatore,2012,91743,2,Diesel,1,Automatic,1,First,12.07,2967,241.4,7,28.55
Porsche Panamera Diesel,9,Bangalore,2013,19828,2,Diesel,1,Automatic,2,Second,17.85,2967,300,4,75
Honda City i VTEC VX,5,Hyderabad,2016,36891,3,Petrol,2,Manual,1,First,17.8,1497,117.3,5,10.49
Mahindra Quanto C4,5,Hyderabad,2012,90049,2,Diesel,2,Manual,1,First,17.21,1493,100,7,3.8
Audi A4 2.0 TDI Multitronic,10,Ahmedabad,2012,74002,2,Diesel,1,Automatic,1,First,16.55,1968,140,5,18.5
Hyundai Sonata Transform 2.4 GDi AT,11,Kolkata,2013,41000,3,Petrol,1,Automatic,1,First,12.37,2359,198.25,5,6
Hyundai Verna 1.6 SX,5,Hyderabad,2012,83678,2,Diesel,2,Manual,1,First,22.32,1582,126.32,5,5.5
Maruti Wagon R LXI BS IV,2,Pune,2010,91000,3,Petrol,2,Manual,1,First,18.9,998,67.1,5,2.3
Maruti Ertiga SHVS ZDI Plus,6,Jaipur,2016,50000,2,Diesel,2,Manual,1,First,24.52,1248,88.5,7,8.7
Hyundai Xcent 1.1 Di S Option,8,Delhi,2015,58000,2,Diesel,2,Manual,1,First,24.4,1120,71.01,5,4.95
Maruti Swift VDI,6,Jaipur,2012,80000,2,Diesel,2,Manual,1,First,22.9,1248,74,5,4.25
Mahindra XUV500 W6 2WD,7,Kochi,2017,41290,2,Diesel,2,Manual,2,Second,16,2179,140,7,10.94
BMW 5 Series 520d Luxury Line,8,Delhi,2013,65000,2,Diesel,1,Automatic,1,First,22.48,1995,190,5,21.26
Toyota Corolla Altis 1.8 G,9,Bangalore,2016,16471,3,Petrol,2,Manual,2,Second,14.28,1798,138.03,5,11.5
Hyundai i20 Asta 1.4 Di,2,Pune,2015,54339,2,Diesel,2,Manual,2,Second,22.54,1396,88.73,5,6
Mahindra KUV 100 mFALCON G80 K2,5,Hyderabad,2016,24025,3,Petrol,2,Manual,1,First,18.15,1198,82,6,4.1
Maruti Alto 800 2016-2019 LXI,11,Kolkata,2013,24027,3,Petrol,2,Manual,1,First,24.7,796,47.3,5,2.01
